Codul SIRUTA;Denumire UAT;Populatia UAT;Nr. max. posturi cf. pct. 1 din anexa la O.U.G nr. 63/2010;Reducere cu 40% nr. max posturi;Reducere cu 45% nr. max posturi;Posturi pt. evidența populației;Posturi pt. poliţia locală;1 post poliție la 1200 locuitori;Posturi pt. implementare proiecte europene;Posturi pt. șoferi microbuze şcolare;Posturi pt. postimplementare proiecte europene;TOTAL ACTUAL;TOTAL CU REDUCERE 40%;TOTAL CU REDUCERE 45%;POSTURI OCUPATE;Diferență reducere 40% vs. posturi ocupate;Diferență reducere 45% vs. posturi ocupate
141232;Gârbou;1853;17;10;9;0;0;0;0;0;0;17;10;9;13;-3;-4
141312;Halmăşd;2247;19;11;10;0;0;0;0;0;0;19;11;10;12;-1;-2
141376;Hereclean;4006;26;16;14;0;0;0;0;0;0;26;16;14;23;-7;-9
141447;Hida;2578;22;13;12;3;0;0;0;0;0;25;16;15;22;-6;-7
141535;Horoatu Crasnei;2535;22;13;12;0;0;0;0;0;0;22;13;12;21;-8;-9
141580;Ileanda;2282;20;12;11;3;0;0;0;0;0;23;15;14;19;-4;-5
141722;Ip;3542;23;14;13;0;0;0;0;0;0;23;14;13;18;-4;-5
141786;Letca;1598;17;10;9;0;0;0;0;0;0;17;10;9;10;0;-1
141884;Lozna;879;11;7;6;0;0;0;0;0;0;11;7;6;10;-3;-4
141946;Marca;2417;21;13;12;0;0;0;0;0;0;21;13;12;16;-3;-4
142006;Măerişte;2856;22;13;12;0;0;0;0;0;0;22;13;12;14;-1;-2
142079;Meseşenii De Jos;3268;22;13;12;0;3;3;0;0;0;25;16;15;20;-4;-5
142122;Mirşid;2478;21;13;12;0;0;0;0;0;0;21;13;12;17;-4;-5
142177;Năpradea;2622;22;13;12;0;0;0;0;0;0;22;13;12;15;-2;-3
142239;Nuşfalău;3977;26;16;14;0;0;0;0;0;0;26;16;14;22;-6;-8
142284;Pericei;3673;24;14;13;0;0;0;0;0;0;24;14;13;23;-9;-10
142337;Plopiş;2448;21;13;12;0;0;0;0;0;0;21;13;12;17;-4;-5
142373;Poiana Blenchii;1116;14;8;8;0;0;0;0;0;0;14;8;8;11;-3;-3
142426;Românaşi;3324;22;13;12;0;0;0;0;0;0;22;13;12;12;1;0
142499;Rus;921;11;7;6;0;0;0;0;0;0;11;7;6;11;-4;-5
142550;Sălăţig;2489;21;13;12;0;0;0;0;0;0;21;13;12;18;-5;-6
142612;Sâg;3249;22;13;12;0;3;3;0;0;0;25;16;15;14;2;1
142676;Sânmihaiu Almaşului;1652;17;10;9;0;0;0;0;0;0;17;10;9;13;-3;-4
142710;Someş-Odorhei;2799;22;13;12;0;0;0;0;0;0;22;13;12;18;-5;-6
142774;Surduc;3574;24;14;13;0;0;0;0;0;0;24;14;13;17;-3;-4
142854;Şamşud;1868;17;10;9;0;0;0;0;0;0;17;10;9;14;-4;-5
142881;Şărmăşag;6540;36;22;20;3;7;5;0;0;0;46;30;28;39;-9;-11
142952;Valcău De Jos;3072;22;13;12;0;0;0;0;0;0;22;13;12;17;-4;-5
143021;Vârşolţ;2221;19;11;10;0;0;0;0;0;0;19;11;10;17;-6;-7
143067;Zalha;771;10;6;6;0;0;0;0;0;0;10;6;6;9;-3;-4
143147;Zimbor;903;12;7;7;0;0;0;0;0;0;12;7;7;11;-4;-4
179631;Treznea;1032;13;8;7;0;0;0;0;0;0;13;8;7;11;-3;-4
179695;Şimişna;1068;13;8;7;0;0;0;0;0;0;13;8;7;11;-3;-4
180037;Boghiş;1958;17;10;9;0;0;0;0;0;0;17;10;9;15;-5;-6
305;CJ Satu Mare;378629;400;240;220;26;0;0;10;0;0;436;276;256;363;-87;-107
136483;Satu Mare;113313;540;324;297;24;122;94;10;1;0;697;453;426;472;-19;-46
136526;Carei;23190;154;92;85;9;24;19;10;1;51;249;183;175;202;-19;-27
136553;Căpleni;3148;20;12;11;0;3;3;0;0;0;23;15;14;19;-4;-5
136599;Negreşti-Oaş;16365;117;70;64;5;17;14;10;1;0;150;100;94;93;7;1
136642;Tăşnad;8902;68;41;37;6;9;7;10;0;0;93;64;61;59;5;2
136713;Acâş;3089;20;12;11;0;3;3;5;1;3;32;24;23;18;6;5
136768;Andrid;2641;21;13;12;0;3;2;3;1;0;28;19;18;14;5;4
136802;Apa;2695;21;13;12;0;3;2;5;0;0;29;20;19;17;3;2
136848;Ardud;7573;59;35;32;4;7;6;8;1;0;79;55;52;49;6;3
136919;Bătarci;3725;23;14;13;3;4;3;5;1;0;36;26;25;20;6;5
136964;Beltiug;3365;21;13;12;0;3;3;5;1;4;34;25;24;29;-4;-5
137032;Berveni;3512;23;14;13;0;4;3;5;1;2;35;25;24;6;19;18
137069;Bixad;7537;39;23;21;3;8;6;5;1;5;61;44;42;21;23;21
137103;Bârsău;2156;18;11;10;3;3;2;8;0;8;40;32;31;14;18;17
137130;Bogdand;2576;20;12;11;0;3;2;0;0;2;25;16;15;20;-4;-5
137185;Botiz;4163;24;14;13;0;4;3;8;0;0;36;26;25;22;4;3
137229;Călineşti-Oaş;5162;27;16;15;0;5;4;5;1;0;38;27;25;19;8;6
137274;Cămărzana;2296;19;11;10;0;3;2;0;0;0;22;13;12;10;3;2
137292;Căuaş;2467;20;12;11;0;3;2;8;1;4;36;27;26;18;9;8
137363;Cehal;1399;15;9;8;0;3;1;3;0;0;21;13;12;11;2;1
137407;Certeze;5856;30;18;17;0;6;5;5;0;3;44;31;29;16;15;13
137443;Craidorolţ;2147;17;10;9;0;3;2;0;0;0;20;12;11;15;-3;-4
137504;Crucişor;2528;20;12;11;0;3;2;5;0;0;28;19;18;15;4;3
137540;Culciu;4017;25;15;14;0;4;3;5;1;0;35;24;23;23;1;0
137611;Doba;3066;20;12;11;0;3;3;5;1;6;35;27;26;18;9;8
137675;Dorolţ;4153;24;14;13;0;4;3;0;0;0;28;18;17;22;-4;-5
137728;Foieni;1879;15;9;8;0;3;2;0;0;0;18;11;10;15;-4;-5
137746;Gherţa Mică;3800;23;14;13;3;4;3;5;1;2;38;28;27;15;13;12
137764;Halmeu;5182;28;17;15;3;5;4;5;0;4;45;33;32;21;12;11
137844;Hodod;2904;21;13;12;0;3;2;5;0;0;29;20;19;20;0;-1
137899;Homoroade;1709;15;9;8;0;3;1;5;1;5;29;21;21;12;9;9
137960;Lazuri;6518;32;19;18;0;6;5;5;1;2;46;33;31;22;11;9
138039;Livada;7222;58;35;32;4;7;6;5;1;0;75;51;48;57;-6;-9
138084;Medieşu Aurit;6761;35;21;19;4;7;6;0;1;0;47;32;30;34;-2;-4
138164;Micula;4188;25;15;14;0;4;3;5;1;2;37;26;25;21;5;4
138208;Moftin;4392;27;16;15;0;5;4;5;1;3;41;29;28;19;10;9
138280;Odoreu;6658;33;20;18;0;6;6;5;1;1;46;32;31;36;-4;-5
138351;Orașu Nou;3605;23;14;13;0;4;3;0;1;0;28;18;17;22;-4;-5
138431;Păuleşti;6485;32;19;18;6;6;5;8;0;0;52;39;37;39;0;-2
138501;Petreşti;1891;15;9;8;0;3;2;5;0;0;23;16;15;14;2;1
138538;Pir;1540;15;9;8;0;3;1;0;0;0;18;10;10;12;-2;-2
138574;Pişcolt;3042;20;12;11;3;3;3;5;1;0;32;24;23;18;6;5
138618;Pomi;1928;15;9;8;0;3;2;5;0;1;24;17;16;12;5;4
138663;Sanislău;3671;23;14;13;0;4;3;3;0;0;30;20;19;20;0;-1
138734;Santău;2531;20;12;11;0;3;2;5;1;0;29;20;19;17;3;2
138770;Săcăşeni;1177;14;8;8;0;3;1;5;0;0;22;14;14;12;2;2
138805;Săuca;1603;15;9;8;0;3;1;5;0;3;26;18;18;15;3;3
138869;Socond;3051;20;12;11;0;3;3;5;0;2;30;22;21;17;5;4
138921;Supur;4082;26;16;14;0;4;3;5;0;0;35;24;23;17;7;6
139009;Tarna Mare;3877;24;14;13;0;4;3;10;1;0;39;29;27;22;7;5
139054;Terebeşti;2026;15;9;8;0;3;2;0;1;0;19;12;11;17;-5;-6
139107;Tiream;2375;19;11;10;0;3;2;5;0;1;28;19;18;14;5;4
139143;Târşolţ;3128;20;12;11;0;3;3;3;1;3;30;22;21;17;5;4
139170;Turţ;8396;41;25;23;4;8;7;8;2;0;63;46;44;40;6;4
139214;Turulung;4362;26;16;14;3;4;4;5;0;1;39;28;27;24;4;3
139250;Urziceni;1461;16;10;9;0;3;1;5;0;0;24;16;15;10;6;5
139287;Valea Vinului;1859;15;9;8;0;3;2;5;1;0;24;17;16;14;3;2
139330;Vama;4072;24;14;13;0;4;3;5;0;0;33;23;22;21;2;1
139358;Vetiş;5966;30;18;17;0;5;5;5;0;0;40;28;26;32;-4;-6
139394;Viile Satu Mare;3993;23;14;13;0;4;3;3;1;0;31;21;20;18;3;2
179677;Cămin;1337;14;8;8;0;3;1;0;1;0;18;11;10;15;-4;-5
179873;Agriş;2088;16;10;9;0;3;2;5;1;0;25;17;17;17;0;0
179882;Ciumeşti;1307;14;8;8;0;3;1;0;0;0;17;9;9;8;1;1
180028;Porumbeşti;2582;20;12;11;0;3;2;0;0;0;23;14;13;12;2;1
180091;Racşa;2940;22;13;12;0;3;2;3;1;0;29;20;19;19;1;0
323;CJ Sibiu;467877;455;273;250;31;0;0;10;0;0;496;314;291;246;68;45
143450;SIBIU;163012;699;419;384;29;163;136;10;0;0;901;594;559;685;-91;-126
143487;CRISTIAN;4657;30;18;17;0;0;0;5;0;0;35;23;22;21;2;1
143502;POPLACA*10;1830;17;10;9;0;0;0;0;0;0;17;10;9;15;-5;-6
143520;RĂŞINARI*11;5554;32;19;18;0;0;0;5;1;0;38;25;24;19;6;5
143557;ŞELIMBĂR;18268;60;36;33;3;18;15;3;1;0;85;58;55;64;-6;-9
143619;MEDIAŞ;53952;379;227;208;11;54;45;10;0;0;454;293;274;200;93;74
143646;TÂRNAVA*12;3359;23;14;13;0;3;3;0;0;0;26;17;15;20;-3;-5
143682;AGNITA;11080;88;53;48;4;11;9;10;0;0;113;76;72;55;21;17
143735;CISNĂDIE*1;26580;143;86;79;5;27;22;8;0;0;183;121;114;86;35;28
143771;COPŞA MICĂ;5642;53;32;29;3;6;5;8;0;0;70;48;45;72;-24;-27
143806;DUMBRĂVENI;8136;71;43;39;3;8;7;8;2;0;92;62;59;58;4;1
143851;OCNA SIBIULUI*2;4220;46;28;25;3;0;0;5;0;0;54;36;33;33;3;0
143888;ALȚINA;1856;17;10;9;0;0;0;5;1;0;23;16;15;17;-1;-2
143922;APOLDU DE JOS;1242;16;10;9;0;0;0;5;0;0;21;15;14;11;4;3
143959;ARPAŞU DE JOS*4;2788;22;13;12;0;0;0;0;1;0;23;14;13;15;-1;-2
143995;AŢEL;1663;17;10;9;0;0;0;5;0;0;22;15;14;14;1;0
144054;AVRIG;15188;118;71;65;4;15;13;8;2;0;147;97;92;96;1;-4
144116;AXENTE SEVER;4209;28;17;15;3;0;0;2;1;0;34;23;21;26;-3;-5
144152;BAZNA;3984;27;16;15;3;0;0;8;1;0;39;28;27;15;13;12
144198;BIERTAN;2965;22;13;12;0;0;0;10;1;0;33;24;23;18;6;5
144232;BÂRGHIŞ*5;2162;19;11;10;0;0;0;5;1;0;25;17;16;16;1;0
144303;BLĂJEL;2260;20;12;11;0;0;0;2;0;0;22;14;13;15;-1;-2
144349;BRATEIU;4217;28;17;15;0;0;0;5;1;0;34;23;21;13;10;8
144376;BRĂDENI;1690;17;10;9;0;0;0;3;1;0;21;14;13;15;-1;-2
144410;BRUIU;950;12;7;7;0;0;0;0;0;0;12;7;7;9;-2;-2
144456;CHIRPĂR;1921;17;10;9;0;0;0;5;0;0;22;15;14;9;6;5
144508;CÂRŢA;1212;15;9;8;0;0;0;5;1;0;21;15;14;10;5;4
144535;CÂRŢIŞOARA ;1372;16;10;9;0;0;0;5;0;0;21;15;14;12;3;2
144553;DÂRLOS;3536;23;14;13;3;0;0;5;1;0;32;23;22;17;6;5
144599;GURA-RÂULUI;3851;25;15;14;0;0;0;5;0;0;30;20;19;22;-2;-3
144615;HOGHILAG;2576;22;13;12;0;0;0;5;1;0;28;19;18;18;1;0
144651;IACOBENI;3443;23;14;13;0;0;0;0;1;0;24;15;14;21;-6;-7
144713;JINA;3520;27;16;15;0;0;0;3;0;0;30;19;18;21;-2;-3
144731;LASLEA*6;4333;29;17;16;3;0;0;3;1;0;36;24;23;20;4;3
144795;LOAMNEŞ;2858;22;13;12;0;0;0;5;1;0;28;19;18;15;4;3
144866;LUDOŞ;637;10;6;6;0;0;0;5;0;0;15;11;11;9;2;2
144893;MARPOD;1014;12;7;7;0;0;0;5;0;0;17;12;12;12;0;0
144928;MIERCUREA SIBIULUI;4683;50;30;28;3;0;0;0;1;0;54;34;32;34;0;-3
144964;MERGHINDEAL;1595;17;10;9;0;0;0;5;0;0;22;15;14;13;2;1
144991;MICĂSASA*7;1995;19;11;10;0;0;0;5;1;0;25;17;16;17;0;-1
145042;MIHĂILENI;1137;14;8;8;0;0;0;3;0;0;17;11;11;11;0;0
145104;MOŞNA*8;3689;25;15;14;0;0;0;8;1;0;34;24;23;19;5;4
145140;NOCRICH*9;3520;23;14;13;0;0;0;3;1;0;27;18;17;19;-1;-2
145202;ORLAT;3308;22;13;12;3;0;0;5;1;0;31;22;21;15;7;6
145220;PĂUCA;1771;17;10;9;0;0;0;5;1;0;23;16;15;13;3;2
145275;POIANA SIBIULUI;2358;22;13;12;0;0;0;5;0;0;27;18;17;14;4;3
145293;PORUMBACU DE JOS;3246;22;13;12;0;0;0;3;1;0;26;17;16;12;5;4
145355;RACOVIŢA;2891;22;13;12;0;0;0;5;0;0;27;18;17;18;0;-1
145382;RÂU SADULUI;548;10;6;6;0;0;0;5;0;0;15;11;11;7;4;4
145408;ROŞIA;6443;35;21;19;0;0;0;5;2;0;42;28;26;29;-1;-3
145471;SADU;2786;22;13;12;0;0;0;8;0;0;30;21;20;18;3;2
145499;SĂLIŞTE;6097;53;32;29;3;6;5;8;1;0;71;49;46;36;13;10
145603;SLIMNIC ;4047;27;16;15;3;0;0;5;0;0;35;24;23;21;3;2
145667;ŞEICA MARE;4540;30;18;17;0;0;0;8;1;0;39;27;26;26;1;-1
145738;ŞEICA MICĂ;1757;17;10;9;0;0;0;8;0;0;25;18;17;12;6;5
145765;ŞURA MARE;5443;30;18;17;3;5;5;8;1;0;47;35;33;28;7;5
145792;ŞURA MICĂ;3696;24;14;13;3;0;0;0;0;0;27;17;16;21;-4;-5
145827;TĂLMACIU*3;8108;70;42;39;3;8;7;8;1;0;90;61;57;53;8;4
145907;TILIŞCA;1381;17;10;9;0;0;0;3;0;0;20;13;12;11;2;1
145934;TURNU ROŞU*13;2491;22;13;12;3;0;0;0;2;0;27;18;17;17;1;0
145961;VALEA VIILOR*14;2198;19;11;10;0;0;0;5;1;0;25;17;16;12;5;4
145998;VURPĂR;3084;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
146012;ALMA;1801;17;10;9;0;0;0;0;1;0;18;11;10;14;-3;-4
146021;BOIŢA;1527;17;10;9;0;3;1;5;0;0;25;16;16;17;-1;-1
332;CJ Suceava;764726;678;407;373;50;0;0;0;0;0;759;457;423;562;-105;-139
146263;Suceava;118972;600;360;330;36;119;99;5;0;0;760;500;470;678;-178;-208
146281;Ipoteşti;10866;47;28;26;0;0;0;8;1;0;56;37;35;36;1;-1
146325;Mitocu Dragomirnei;5942;33;20;18;0;0;0;3;1;1;38;25;23;23;2;0
146370;Salcea;11387;88;53;48;0;0;0;8;0;0;96;61;56;81;-20;-25
146432;Şcheia;13984;60;36;33;0;14;12;5;2;4;85;59;56;52;7;4
146502;Câmpulung Moldovenesc;22251;171;103;94;9;22;19;10;0;3;215;143;135;123;20;12
146539;Fălticeni;29943;200;120;110;17;30;25;10;2;0;259;174;164;207;-33;-43
146584;Gura Humorului;17529;130;78;72;9;18;15;8;0;96;261;206;199;225;-19;-26
146628;Rădăuţi;35229;225;135;124;24;35;29;8;1;0;293;197;186;205;-8;-19
146655;Siret;9262;75;45;41;4;9;8;10;0;0;98;67;63;79;-12;-16
146708;Solca;2651;33;20;18;4;0;0;10;0;0;47;34;32;22;12;10
146744;Vatra Dornei;15629;146;88;80;7;16;13;10;0;0;179;118;110;150;-32;-40
146799;Adâncata;4328;29;17;16;0;0;0;10;1;0;40;28;27;27;1;0
146860;Arbore;8173;43;26;24;0;0;0;8;2;0;53;36;34;24;12;10
146904;Baia;7639;43;26;24;0;0;0;8;0;0;51;34;32;28;6;4
146931;Milişăuţi;5474;53;32;29;0;0;0;8;2;1;64;43;40;49;-6;-9
146995;Bălcăuţi;3162;22;13;12;0;0;0;5;0;5;32;23;22;20;3;2
147036;Bilca;4039;27;16;15;0;0;0;5;0;0;32;21;20;17;4;3
147054;Bogdăneşti;4088;27;16;15;0;0;0;10;1;0;38;27;26;16;11;10
147072;Boroaia;4692;30;18;17;0;0;0;5;1;0;36;24;23;22;2;1
147134;Bosanci;8164;43;26;24;0;0;0;5;0;0;48;31;29;39;-8;-10
147161;Botoşana;2686;22;13;12;0;0;0;0;0;0;22;13;12;20;-7;-8
147205;Breaza;1465;17;10;9;0;0;0;3;1;1;22;15;14;19;-4;-5
147241;Brodina;3969;26;16;14;0;0;0;5;2;0;33;23;21;22;1;-1
147358;Broşteni;6096;55;33;30;0;0;0;8;1;0;64;42;39;29;13;10
147465;Buneşti;2826;22;13;12;0;0;0;0;0;0;22;13;12;21;-8;-9
147526;Cacica;4321;29;17;16;0;0;0;8;1;0;38;26;25;29;-3;-4
147580;Calafindeşti;2966;22;13;12;0;0;0;8;1;8;39;30;29;21;9;8
147633;Cajvana;10377;80;48;44;2;0;0;5;0;0;87;55;51;62;-7;-11
147660;Ilişeşti;2974;22;13;12;0;0;0;5;1;3;31;22;21;27;-5;-6
147713;Cârlibaba;1940;17;10;9;0;0;0;3;2;0;22;15;14;18;-3;-4
147786;Cornu Luncii;7261;43;26;24;0;7;6;8;1;0;59;41;39;38;3;1
147884;Crucea;1921;18;11;10;0;0;0;0;0;0;18;11;10;13;-2;-3
147937;Dărmăneşti;6002;33;20;18;0;0;0;10;1;0;44;31;29;27;4;2
148006;Dolhasca;11297;93;56;51;2;0;0;10;3;2;110;73;68;95;-22;-27
148097;Dolheşti;3631;26;16;14;0;0;0;5;1;0;32;22;20;23;-1;-3
148131;Dorna-Arini;2902;22;13;12;0;0;0;8;0;0;30;21;20;16;5;4
148202;Dorna Candrenilor;3142;22;13;12;0;0;0;5;1;1;29;20;19;23;-3;-4
148293;Dorneşti;4856;30;18;17;0;0;0;3;0;1;34;22;21;18;4;3
148328;Drăgoieşti;2730;22;13;12;0;0;0;5;0;0;27;18;17;19;-1;-2
148382;Drăguşeni;2481;22;13;12;0;0;0;0;0;0;22;13;12;16;-3;-4
148426;Dumbrăveni;10638;48;29;26;2;0;0;0;2;0;52;33;30;35;-2;-5
148453;Fântânele;4667;30;18;17;0;0;0;0;1;0;31;19;18;26;-7;-9
148514;Forăşti;4365;30;18;17;0;0;0;5;2;3;40;28;27;34;-6;-8
148612;Frasin;6472;57;34;31;0;0;0;0;0;0;57;34;31;51;-17;-20
148667;Frătăuţii Noi;6007;34;20;19;0;0;0;5;1;0;40;26;25;31;-5;-6
148694;Frătăuţii Vechi;5952;33;20;18;0;0;0;10;0;5;48;35;33;25;10;8
148729;Frumosu;3313;23;14;13;0;0;0;10;1;0;34;25;24;18;7;6
148765;Fundu Moldovei;3869;27;16;15;0;0;0;5;0;0;32;21;20;17;4;3
148872;Gălăneşti;3278;22;13;12;0;0;0;8;1;2;33;24;23;18;6;5
148916;Grămeşti;2873;22;13;12;0;0;0;8;1;0;31;22;21;17;5;4
148970;Grăniceşti;6078;33;20;18;0;0;0;3;0;0;36;23;21;25;-2;-4
149049;Horodniceni;3431;24;14;13;0;0;0;5;1;0;30;20;19;19;1;0
149101;Horodnic De Jos;2451;21;13;12;0;0;0;8;1;0;30;22;21;16;6;5
149138;Iacobeni;1876;18;11;10;0;0;0;5;1;3;27;20;19;18;2;1
149183;Izvoarele Sucevei;2052;20;12;11;0;0;0;3;2;0;25;17;16;12;5;4
149227;Liteni;10155;83;50;46;2;0;0;8;2;1;96;63;59;82;-19;-23
149290;Marginea;11733;54;32;30;0;0;0;8;0;0;62;40;38;30;10;8
149316;Mălini;7832;43;26;24;0;0;0;8;0;0;51;34;32;27;7;5
149370;Mănăstirea Humorului;3771;25;15;14;0;0;0;5;0;0;30;20;19;21;-1;-2
149414;Moara;6770;37;22;20;0;0;0;8;1;0;46;31;29;25;6;4
149502;Moldova-Suliţa;1909;18;11;10;0;0;0;5;2;1;26;19;18;15;4;3
149539;Moldoviţa;5098;30;18;17;0;0;0;5;1;0;36;24;23;21;3;2
149584;Muşeniţa;1745;17;10;9;0;0;0;3;1;0;21;14;13;16;-2;-3
149655;Ostra;3385;23;14;13;1;0;0;5;1;3;33;24;23;15;9;8
149682;Panaci;2182;19;11;10;0;0;0;8;2;12;41;33;32;26;7;6
149753;Păltinoasa;6074;34;20;19;0;0;0;8;1;7;50;36;35;23;13;12
149780;Pârteştii De Jos;2738;22;13;12;0;0;0;0;0;0;22;13;12;18;-5;-6
149833;Pătrăuţi;5837;32;19;18;0;0;0;5;0;0;37;24;23;21;3;2
149851;Poiana Stampei;2254;20;12;11;0;0;0;5;2;0;27;19;18;19;0;-1
149931;Pojorâta;2844;22;13;12;0;0;0;3;1;2;28;19;18;21;-2;-3
149968;Preuteşti;7025;40;24;22;0;0;0;3;2;0;45;29;27;35;-6;-8
150043;Putna;3907;26;16;14;0;0;0;5;1;0;32;22;20;23;-1;-3
150070;Rădăşeni;3999;29;17;16;0;0;0;5;0;0;34;22;21;19;3;2
150114;Râşca;5218;30;18;17;0;0;0;10;1;0;41;29;28;24;5;4
150178;Sadova;2589;22;13;12;0;0;0;5;2;3;32;23;22;16;7;6
150196;Satu Mare;4719;30;18;17;0;0;0;10;0;0;40;28;27;22;6;5
150221;Siminicea;2896;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
150258;Slatina;5648;32;19;18;0;0;0;8;0;0;40;27;26;26;1;0
150294;Straja;5947;33;20;18;0;0;0;8;1;1;43;30;28;29;1;-1
150310;Stroieşti;3348;23;14;13;0;0;0;8;1;5;37;28;27;18;10;9
150356;Stulpicani;5921;35;21;19;0;0;0;5;1;0;41;27;25;22;5;3
150418;Suceviţa;3381;22;13;12;0;0;0;5;1;5;33;24;23;24;0;-1
150445;Şaru Dornei;4064;28;17;15;0;0;0;8;0;1;37;26;24;29;-3;-5
150524;Todireşti;5418;33;20;18;0;0;0;10;1;0;44;31;29;26;5;3
150588;Udeşti;8307;43;26;24;0;0;0;0;2;0;45;28;26;31;-3;-5
150702;Ulma;2144;19;11;10;0;0;0;5;1;0;25;17;16;16;1;0
150766;Vadu Moldovei;4468;30;18;17;0;0;0;5;1;0;36;24;23;21;3;2
150891;Valea Moldovei;4905;30;18;17;0;0;0;5;0;0;35;23;22;25;-2;-4
150935;Vama;6207;36;22;20;0;0;0;0;1;2;39;25;23;27;-2;-4
150980;Vatra Moldoviţei;4335;30;18;17;0;0;0;8;0;0;38;26;25;22;4;3
151022;Vereşti;7342;42;25;23;0;0;0;8;1;0;51;34;32;36;-2;-4
151077;Vicovu De Jos;6876;38;23;21;0;0;0;5;1;0;44;29;27;22;7;5
151095;Vicovu De Sus;17496;130;78;72;0;0;0;10;1;0;141;89;83;114;-25;-32
151120;Volovăţ;6306;35;21;19;0;0;0;8;0;0;43;29;27;28;1;-1
151157;Vultureşti;3455;24;14;13;0;0;0;3;0;0;27;17;16;20;-3;-4
151246;Zamostea;2956;22;13;12;0;0;0;8;1;0;31;22;21;18;4;3
151344;Zvoriştea;6021;35;21;19;0;0;0;8;1;1;45;31;29;20;11;9
151433;Comăneşti;2418;21;13;12;0;0;0;3;0;3;27;19;18;20;-1;-2
151442;Iaslovăţ;5022;30;18;17;0;0;0;3;0;0;33;21;20;19;2;1
151451;Ciocăneşti;1467;16;10;9;0;0;0;5;0;0;21;15;14;14;1;0
151460;Şerbăuţi;3295;22;13;12;0;0;0;5;0;0;27;18;17;18;0;-1
151479;Horodnic De Sus;5641;31;19;17;0;0;0;10;1;1;43;31;29;16;15;13
151488;Fântâna Mare;2644;22;13;12;0;0;0;5;0;0;27;18;17;15;3;2
151497;Coşna;1474;17;10;9;0;0;0;8;1;1;27;20;19;25;-5;-6
151503;Capu Câmpului;2506;22;13;12;0;0;0;0;0;0;22;13;12;20;-7;-8
151512;Hănţeşti;4026;27;16;15;0;0;0;5;1;5;38;27;26;25;2;1
151521;Burla;2588;22;13;12;0;0;0;5;1;0;28;19;18;12;7;6
151530;Bălăceana;1429;17;10;9;0;0;0;5;1;3;26;19;18;15;4;3
151549;Hârtop;2671;22;13;12;0;0;0;8;0;0;30;21;20;16;5;4
151558;Voitinel;5935;33;20;18;0;0;0;8;0;0;41;28;26;25;3;1
151567;Ciprian Porumbescu;2316;20;12;11;0;0;0;5;2;0;27;19;18;27;-8;-9
151576;Berchişeşti;3288;22;13;12;0;0;0;8;1;0;31;22;21;20;2;1
151585;Poieni-Solca;2212;19;11;10;0;0;0;3;0;0;22;14;13;15;-1;-2
341;CJ Teleorman;342258;394;236;217;23;68;54;10;0;0;495;324;304;320;4;-16
151683;Turnu Măgurele;25802;172;103;95;9;26;22;10;0;0;217;144;135;109;35;26
151709;Ciuperceni;1357;15;9;8;0;3;1;3;0;0;21;13;12;15;-2;-3
151736;Islaz;4417;30;18;17;0;4;4;0;0;0;34;22;20;27;-5;-7
151763;Liţa;2229;20;12;11;0;3;2;0;0;0;23;14;13;16;-2;-3
151790;Alexandria;46071;315;189;173;16;46;38;10;0;0;387;253;238;195;58;43
151816;Nanov;3503;22;13;12;0;4;3;0;1;0;27;17;16;23;-6;-7
151834;Poroschia;4201;27;16;15;0;4;4;5;0;0;36;25;23;25;0;-2
151870;Roşiori De Vede;28181;186;112;102;10;28;23;10;1;0;235;156;147;202;-46;-55
151905;Videle;10715;84;50;46;5;11;9;5;1;0;106;70;66;84;-14;-18
151932;Crevenicu;1250;16;10;9;0;3;1;0;1;0;20;12;11;13;-1;-2
151978;Zimnicea;13664;106;64;58;7;14;11;8;0;0;135;90;85;88;2;-3
151996;Balaci;1378;15;9;8;0;3;1;5;0;0;23;15;14;13;2;1
152038;Băbăiţa;2585;20;12;11;0;3;2;5;1;0;29;20;19;19;1;0
152083;Blejeşti;3565;23;14;13;0;4;3;3;1;0;31;21;20;20;1;0
152127;Bogdana;1860;19;11;10;0;3;2;3;1;0;26;17;16;17;0;-1
152172;Botoroaga;4227;29;17;16;0;4;4;0;0;0;33;21;19;27;-6;-8
152234;Bragadiru;3243;24;14;13;0;3;3;8;0;0;35;25;24;24;1;0
152252;Brânceni;2575;20;12;11;0;3;2;5;1;0;29;20;19;21;-1;-2
152270;Bujoreni;874;12;7;7;0;3;1;2;0;0;17;10;9;12;-2;-3
152314;Bujoru;1782;17;10;9;0;3;1;8;0;1;29;21;20;12;9;8
152332;Buzescu;4164;26;16;14;0;4;3;0;1;0;31;20;19;28;-8;-9
152350;Călineşti;2708;22;13;12;3;3;2;8;0;0;36;26;25;21;5;4
152412;Călmăţuiu;1483;17;10;9;0;3;1;0;1;6;27;18;18;22;-4;-4
152467;Călmăţuiu De Sus;1833;17;10;9;0;3;2;5;1;0;26;18;17;18;0;-1
152500;Cervenia;2569;23;14;13;0;3;2;0;0;0;26;16;15;16;0;-1
152528;Ciolăneşti;2281;20;12;11;0;3;2;0;0;0;23;14;13;15;-1;-2
152564;Conţeşti;2880;22;13;12;0;3;2;0;1;0;26;17;16;20;-3;-5
152582;Cosmeşti;2534;20;12;11;0;3;2;0;0;0;23;14;13;20;-6;-7
